A:01 F:B0 B:00 C:13 D:00 E:D8 H:01 L:4D SP:FFFE PC:0100 PCMEM:3E,0F,C6,01
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0027 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0028 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0029 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:002F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0030 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0031 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0032 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0033 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0034 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0035 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0036 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0037 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0038 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0039 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:003F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0040 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0041 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0042 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0043 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0044 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0045 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0046 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0047 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0048 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0049 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:004F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0050 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0051 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0052 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0053 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0054 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0055 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0056 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0057 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0058 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0059 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:005F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0060 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0061 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0062 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0063 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0064 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0065 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0066 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0067 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0068 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0069 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:006F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0070 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0071 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0072 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0073 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0074 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0075 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0076 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0077 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0078 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0079 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:007F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0080 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0081 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0082 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0083 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0084 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0085 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0086 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0087 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0088 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0089 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:008F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0090 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0091 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0092 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0093 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0094 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0095 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0096 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0097 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0098 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0099 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009E PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:009F PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00A9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00AF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00B9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00BF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00C9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00CF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00D9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DD PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00DF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00E9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00EA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00EB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00EC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00ED PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00EE PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00EF PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F0 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F1 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F2 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F3 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F4 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F5 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F6 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F7 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F8 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00F9 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FA PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FB PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FC PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FD PCMEM:00,00,00,3E
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FE PCMEM:00,00,3E,0F
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:00FF PCMEM:00,3E,0F,C6
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0100 PCMEM:3E,0F,C6,01
A:0F F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0102 PCMEM:C6,01,28,02
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0104 PCMEM:28,02,20,02
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0106 PCMEM:20,02,C3,50
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:010A PCMEM:01,CC,60,01
A:10 F:20 B:60 C:CC D:00 E:D8 H:01 L:4D SP:00DC PC:010D PCMEM:01,D4,70,01
A:10 F:20 B:70 C:D4 D:00 E:D8 H:01 L:4D SP:00DC PC:0110 PCMEM:01,00,18,EE
A:10 F:20 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0113 PCMEM:EE,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0115 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0116 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0117 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0118 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:0119 PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:011A PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:011B PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:011C PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:011D PCMEM:00,00,00,00
A:10 F:00 B:18 C:00 D:00 E:D8 H:01 L:4D SP:00DC PC:011E PCMEM:00,00,00,00
